10 	 3 	 10 	 24 	1 -3 0  0 1 -3  0 1 3  -3 -1 0  1 3 0  3 -1 0  -1 -3 0  0 -1 -3  0 -1 3  -1 3 0  1 0 -3  0 -3 -1  -3 1 0  1 0 3  0 -3 1  0 3 -1  0 3 1  -3 0 -1  -3 0 1  3 1 0  -1 0 -3  -1 0 3  3 0 1  3 0 -1  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
11 	 5 	 11 	 24 	-1 3 -1  -1 3 1  1 1 -3  -3 1 -1  1 1 3  -3 1 1  -1 1 -3  -1 1 3  1 -1 -3  1 -1 3  3 1 -1  3 1 1  -1 -1 -3  -1 -1 3  1 -3 -1  -3 -1 -1  1 -3 1  -3 -1 1  1 3 1  1 3 -1  3 -1 1  3 -1 -1  -1 -3 1  -1 -3 -1  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
12 	 4 	 12 	 8 	-2 2 2  -2 2 -2  -2 -2 2  2 2 2  -2 -2 -2  2 -2 2  2 2 -2  2 -2 -2  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
13 	 3 	 13 	 24 	-3 -2 0  2 -3 0  2 3 0  3 -2 0  -3 2 0  -2 -3 0  0 -3 2  0 -2 -3  0 -2 3  -3 0 2  -2 3 0  0 3 2  3 2 0  0 2 -3  0 2 3  0 -3 -2  3 0 2  2 0 -3  2 0 3  0 3 -2  -3 0 -2  -2 0 -3  -2 0 3  3 0 -2  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
14 	 6 	 14 	 48 	2 1 -3  -1 3 -2  -2 3 -1  2 1 3  -2 3 1  3 2 1  3 2 -1  3 1 2  -3 1 -2  -2 1 -3  -2 1 3  1 -3 2  -3 -1 2  1 -2 3  1 -2 -3  3 1 -2  2 -1 -3  1 3 2  2 -1 3  3 -1 -2  3 -2 -1  3 -1 2  2 -3 -1  -1 -3 2  2 -3 1  -2 -1 -3  -2 -1 3  -1 -2 3  -1 -2 -3  1 -3 -2  -3 -2 -1  -3 -1 -2  1 2 -3  -3 -2 1  -1 3 2  -2 -3 -1  -1 -3 -2  1 2 3  1 3 -2  -1 2 -3  2 3 -1  -1 2 3  3 -2 1  2 3 1  -3 2 -1  -2 -3 1  -3 1 2  -3 2 1  
15 	 1 	 16 	 6 	0 0 4  0 -4 0  0 0 -4  0 4 0  4 0 0  -4 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
16 	 5 	 17 	 24 	-2 3 -2  3 2 -2  2 -3 2  -3 -2 2  2 -2 -3  2 -2 3  2 3 2  3 -2 2  -3 2 2  2 -3 -2  -2 -3 2  -2 -2 -3  -2 -2 3  2 2 -3  -3 -2 -2  2 2 3  -2 3 2  3 2 2  -2 2 -3  2 3 -2  -2 2 3  3 -2 -2  -3 2 -2  -2 -3 -2  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17 	 3 	 17 	 24 	0 -4 1  4 0 -1  4 0 1  0 -1 4  -1 4 0  -1 0 -4  4 -1 0  -4 1 0  0 4 -1  1 0 4  0 4 1  0 1 -4  -4 0 -1  1 -4 0  -4 0 1  -4 -1 0  -1 0 4  -1 -4 0  0 -1 -4  0 1 4  1 4 0  4 1 0  1 0 -4  0 -4 -1  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18 	 2 	 18 	 12 	3 -3 0  3 0 -3  3 0 3  -3 -3 0  -3 3 0  -3 0 -3  0 3 -3  0 3 3  3 3 0  -3 0 3  0 -3 -3  0 -3 3  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19 	 5 	 18 	 24 	1 -4 1  1 -4 -1  -1 1 4  1 -1 4  -4 -1 1  -4 -1 -1  -1 -4 -1  -1 -4 1  -1 -1 4  1 4 1  1 4 -1  4 1 -1  4 1 1  1 1 -4  -1 1 -4  1 -1 -4  -1 4 1  -1 4 -1  4 -1 1  4 -1 -1  -4 1 1  -4 1 -1  1 1 4  -1 -1 -4  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20 	 5 	 19 	 24 	1 -3 -3  -3 -1 -3  1 -3 3  -3 -1 3  1 3 -3  1 3 3  -3 -3 -1  3 -1 -3  -3 -3 1  -1 -3 -3  3 -1 3  -1 -3 3  3 -3 1  3 -3 -1  -1 3 -3  -1 3 3  -3 3 -1  3 3 -1  3 3 1  -3 3 1  -3 1 -3  -3 1 3  3 1 -3  3 1 3  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
21 	 3 	 20 	 24 	2 0 -4  4 0 -2  0 -2 4  -4 0 2  -2 4 0  -2 0 -4  4 -2 0  0 4 -2  0 2 4  -4 0 -2  2 0 4  4 2 0  2 -4 0  -4 -2 0  -2 0 4  -2 -4 0  0 -2 -4  0 -4 2  4 0 2  -4 2 0  0 2 -4  2 4 0  0 4 2  0 -4 -2  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
22 	 6 	 21 	 48 	-1 -4 2  4 2 -1  1 -4 -2  -2 1 4  4 2 1  1 -2 4  2 -4 -1  1 2 -4  2 -4 1  2 -1 4  1 4 2  -4 -2 1  -1 2 -4  -4 -1 -2  4 1 2  -4 -2 -1  -1 -4 -2  -2 -4 -1  -2 -4 1  -2 -1 4  -1 -2 4  2 1 -4  -4 2 1  -4 2 -1  -1 4 2  1 2 4  1 4 -2  -2 -1 -4  4 -1 2  4 1 -2  2 4 -1  2 4 1  -1 2 4  -4 1 2  -2 1 -4  1 -2 -4  2 1 4  1 -4 2  -2 4 1  -2 4 -1  -1 4 -2  4 -2 1  2 -1 -4  4 -2 -1  4 -1 -2  -4 -1 2  -4 1 -2  -1 -2 -4  
23 	 5 	 22 	 24 	2 -3 3  -3 -2 -3  3 -3 2  -3 -2 3  -3 3 2  2 3 -3  3 3 2  -3 -3 -2  3 -2 -3  -3 2 -3  2 3 3  -2 -3 -3  3 -2 3  -3 2 3  -2 -3 3  3 -3 -2  -2 3 -3  -2 3 3  3 2 -3  -3 3 -2  3 3 -2  3 2 3  -3 -3 2  2 -3 -3  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
24 	 5 	 24 	 24 	-2 -4 2  2 2 -4  4 2 -2  -4 2 2  2 -4 -2  2 -2 4  -2 2 -4  -4 -2 -2  2 4 2  -2 -4 -2  -2 -2 4  2 2 4  -4 2 -2  -2 4 2  4 -2 2  2 4 -2  -2 2 4  4 2 2  -2 4 -2  2 -4 2  2 -2 -4  4 -2 -2  -4 -2 2  -2 -2 -4  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
25 	 3 	 25 	 24 	3 -4 0  -4 -3 0  0 -3 -4  -4 3 0  0 -4 -3  -3 4 0  4 0 -3  0 -4 3  4 0 3  0 3 -4  -3 0 -4  3 4 0  3 0 -4  0 4 -3  0 4 3  4 -3 0  0 -3 4  -4 0 -3  -4 0 3  -3 0 4  0 3 4  -3 -4 0  4 3 0  3 0 4  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
26 	 1 	 25 	 6 	0 -5 0  0 5 0  -5 0 0  0 0 5  5 0 0  0 0 -5  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
27 	 6 	 26 	 48 	-3 4 -1  -1 -3 4  -3 4 1  -1 4 -3  -1 4 3  3 1 -4  -1 3 4  4 -1 -3  3 4 1  3 4 -1  4 -1 3  -4 1 -3  -4 1 3  -3 1 4  4 -3 -1  4 -3 1  1 -4 -3  1 -3 -4  -3 -1 -4  1 -4 3  1 3 -4  3 1 4  -4 -1 -3  -3 -4 1  3 -1 -4  -3 -4 -1  4 3 1  -4 -1 3  4 3 -1  -1 -4 -3  -1 -4 3  -1 -3 -4  3 -4 -1  -1 3 -4  1 -3 4  3 -4 1  -3 -1 4  1 4 -3  -4 -3 -1  1 3 4  4 1 -3  1 4 3  -4 -3 1  4 1 3  -4 3 1  3 -1 4  -4 3 -1  -3 1 -4  
28 	 3 	 26 	 24 	5 0 -1  5 0 1  -1 -5 0  5 -1 0  -1 0 5  1 0 -5  1 5 0  0 1 5  0 -5 -1  0 -5 1  -5 1 0  -1 0 -5  -1 5 0  0 -1 5  0 1 -5  -5 0 -1  -5 0 1  1 -5 0  -5 -1 0  0 5 -1  5 1 0  0 5 1  0 -1 -5  1 0 5  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
29 	 4 	 27 	 8 	-3 -3 -3  3 -3 3  -3 3 -3  -3 -3 3  3 3 -3  -3 3 3  3 3 3  3 -3 -3  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
30 	 5 	 27 	 24 	1 5 1  -1 -1 5  1 5 -1  -1 1 -5  1 -1 -5  -5 1 -1  -5 1 1  -1 5 1  -1 5 -1  -1 -1 -5  1 -5 1  1 -5 -1  -5 -1 -1  5 1 -1  -5 -1 1  5 1 1  1 1 5  -1 1 5  -1 -5 1  1 -1 5  -1 -5 -1  5 -1 -1  1 1 -5  5 -1 1  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
31 	 6 	 29 	 48 	-3 4 -2  4 -3 2  -2 -3 4  -2 4 -3  -2 4 3  -2 3 4  4 -2 -3  3 2 4  3 4 -2  4 -2 3  -3 -4 2  4 3 2  2 -3 -4  4 -3 -2  4 2 -3  -3 -2 -4  3 -4 2  4 2 3  2 -4 -3  2 -4 3  -4 -3 2  -4 -2 -3  3 -2 -4  -3 -4 -2  2 3 -4  -4 -2 3  4 3 -2  -3 2 -4  -4 3 2  -2 -4 -3  2 -3 4  -2 -4 3  -2 -3 -4  -3 4 2  3 -4 -2  -2 3 -4  -4 2 -3  -3 -2 4  -4 2 3  3 2 -4  -4 -3 -2  3 4 2  2 3 4  2 4 -3  2 4 3  3 -2 4  -4 3 -2  -3 2 4  
32 	 3 	 29 	 24 	2 0 5  5 0 -2  -5 2 0  -2 -5 0  0 -5 2  0 2 5  5 -2 0  0 2 -5  -2 0 5  2 0 -5  2 5 0  0 -5 -2  5 2 0  -5 0 2  -2 0 -5  -2 5 0  0 5 2  0 -2 5  -5 0 -2  5 0 2  -5 -2 0  0 5 -2  2 -5 0  0 -2 -5  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
33 	 6 	 30 	 48 	-2 -1 5  1 5 -2  -1 -2 5  -2 1 -5  1 -2 -5  2 5 -1  2 5 1  5 2 -1  2 -1 -5  5 2 1  -5 1 -2  1 2 5  1 -5 2  -1 2 5  -5 -1 2  -2 5 1  -2 5 -1  -1 5 -2  5 1 2  -2 -1 -5  -1 -2 -5  2 1 5  1 2 -5  -1 -5 2  1 -5 -2  -1 2 -5  5 -1 2  -5 -2 -1  -5 -1 -2  5 1 -2  2 -5 -1  -5 -2 1  2 -5 1  2 1 -5  1 5 2  -2 1 5  -2 -5 1  -5 2 -1  1 -2 5  -5 1 2  -2 -5 -1  -5 2 1  -1 -5 -2  2 -1 5  5 -2 -1  5 -1 -2  5 -2 1  -1 5 2  
34 	 2 	 32 	 12 	-4 -4 0  0 -4 4  4 0 4  -4 0 -4  -4 4 0  0 4 4  0 -4 -4  4 -4 0  -4 0 4  0 4 -4  4 0 -4  4 4 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35 	 5 	 33 	 24 	1 -4 4  4 4 1  4 4 -1  -4 -4 1  1 4 -4  -4 -4 -1  4 1 -4  -4 -1 4  -1 -4 4  -1 4 -4  1 4 4  4 -1 -4  4 1 4  -4 1 -4  -4 4 -1  -4 4 1  1 -4 -4  -1 4 4  4 -4 -1  -4 -1 -4  4 -4 1  4 -1 4  -4 1 4  -1 -4 -4  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
36 	 5 	 33 	 24 	-2 -2 5  2 5 -2  2 2 5  5 2 -2  2 -2 -5  -2 2 5  -5 -2 2  2 -5 2  -2 5 -2  -2 -2 -5  2 2 -5  -2 -5 2  -5 2 2  -2 2 -5  5 -2 2  -5 -2 -2  2 -5 -2  2 5 2  5 2 2  -5 2 -2  -2 -5 -2  2 -2 5  5 -2 -2  -2 5 2  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
37 	 5 	 34 	 24 	3 -4 -3  3 -4 3  3 -3 -4  -4 -3 -3  3 3 -4  -3 3 -4  -4 -3 3  -3 -3 4  -4 3 -3  -3 4 -3  -4 3 3  -3 4 3  3 -3 4  -3 3 4  3 4 -3  3 4 3  3 3 4  4 -3 -3  4 -3 3  -3 -4 -3  -3 -3 -4  4 3 -3  -3 -4 3  4 3 3  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
38 	 3 	 34 	 24 	3 5 0  -5 0 -3  -5 0 3  0 5 -3  0 5 3  0 -3 5  -5 -3 0  5 0 -3  5 0 3  0 3 5  -3 0 5  -3 -5 0  3 -5 0  0 -3 -5  -5 3 0  3 0 5  0 3 -5  -3 0 -5  0 -5 -3  0 -5 3  -3 5 0  5 -3 0  3 0 -5  5 3 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
39 	 6 	 35 	 48 	-3 1 5  -5 -3 -1  -1 3 -5  -5 -3 1  -1 -5 -3  -1 -5 3  -3 -5 -1  3 1 5  3 -5 1  -3 -5 1  3 -5 -1  5 -1 -3  5 -1 3  -3 1 -5  -5 3 -1  1 5 -3  -5 3 1  1 5 3  1 -3 5  -3 -1 5  -5 1 -3  3 1 -5  5 -3 -1  -3 5 -1  -5 1 3  5 -3 1  1 3 5  -3 5 1  -1 5 -3  -1 5 3  5 3 -1  3 -1 5  5 3 1  3 5 1  -1 -3 5  1 -3 -5  3 5 -1  -3 -1 -5  -1 3 5  1 3 -5  1 -5 -3  3 -1 -5  1 -5 3  -1 -3 -5  -5 -1 -3  -5 -1 3  5 1 -3  5 1 3  
40 	 5 	 36 	 24 	4 2 4  -4 2 -4  4 4 -2  2 -4 4  -4 -4 -2  -4 -2 4  2 4 -4  -4 4 2  -2 -4 4  -2 4 -4  -4 2 4  4 -4 2  4 -2 -4  -4 4 -2  2 4 4  4 2 -4  -2 4 4  4 4 2  2 -4 -4  4 -4 -2  -4 -2 -4  -4 -4 2  4 -2 4  -2 -4 -4  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
41 	 1 	 36 	 6 	0 0 -6  6 0 0  -6 0 0  0 0 6  0 -6 0  0 6 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
