21 	 3 	 20 	 24 	0 2 4  2 4 0  4 0 2  -4 0 2  -2 4 0  2 -4 0  -4 0 -2  4 0 -2  -2 -4 0  0 4 -2  0 -4 2  -4 2 0  4 2 0  2 0 4  -2 0 4  0 4 2  0 -4 -2  2 0 -4  -2 0 -4  4 -2 0  -4 -2 0  0 -2 -4  0 2 -4  0 -2 4  0 -2 -4  -2 -4 0  -4 0 -2  4 0 -2  2 -4 0  -2 4 0  4 0 2  -4 0 2  2 4 0  0 -4 2  0 4 -2  4 -2 0  -4 -2 0  -2 0 -4  2 0 -4  0 -4 -2  0 4 2  -2 0 4  2 0 4  -4 2 0  4 2 0  0 2 4  0 -2 4  0 2 -4  
22 	 6 	 21 	 48 	1 2 4  2 4 1  4 1 2  -4 -1 2  -2 4 -1  2 -4 -1  -4 1 -2  4 -1 -2  -2 -4 1  1 4 -2  1 -4 2  -4 2 1  4 2 -1  2 -1 4  -2 1 4  -1 4 2  -1 -4 -2  2 1 -4  -2 -1 -4  4 -2 1  -4 -2 -1  1 -2 -4  -1 2 -4  -1 -2 4  -1 -2 -4  -2 -4 -1  -4 -1 -2  4 1 -2  2 -4 1  -2 4 1  4 -1 2  -4 1 2  2 4 -1  -1 -4 2  -1 4 -2  4 -2 -1  -4 -2 1  -2 1 -4  2 -1 -4  1 -4 -2  1 4 2  -2 -1 4  2 1 4  -4 2 -1  4 2 1  -1 2 4  1 -2 4  1 2 -4  
23 	 5 	 22 	 24 	2 3 3  3 3 2  3 2 3  -3 -2 3  -3 3 -2  3 -3 -2  -3 2 -3  3 -2 -3  -3 -3 2  2 3 -3  2 -3 3  -3 3 2  3 3 -2  3 -2 3  -3 2 3  -2 3 3  -2 -3 -3  3 2 -3  -3 -2 -3  3 -3 2  -3 -3 -2  2 -3 -3  -2 3 -3  -2 -3 3  -2 -3 -3  -3 -3 -2  -3 -2 -3  3 2 -3  3 -3 2  -3 3 2  3 -2 3  -3 2 3  3 3 -2  -2 -3 3  -2 3 -3  3 -3 -2  -3 -3 2  -3 2 -3  3 -2 -3  2 -3 -3  2 3 3  -3 -2 3  3 2 3  -3 3 -2  3 3 2  -2 3 3  2 -3 3  2 3 -3  
24 	 5 	 24 	 24 	2 2 4  2 4 2  4 2 2  -4 -2 2  -2 4 -2  2 -4 -2  -4 2 -2  4 -2 -2  -2 -4 2  2 4 -2  2 -4 2  -4 2 2  4 2 -2  2 -2 4  -2 2 4  -2 4 2  -2 -4 -2  2 2 -4  -2 -2 -4  4 -2 2  -4 -2 -2  2 -2 -4  -2 2 -4  -2 -2 4  -2 -2 -4  -2 -4 -2  -4 -2 -2  4 2 -2  2 -4 2  -2 4 2  4 -2 2  -4 2 2  2 4 -2  -2 -4 2  -2 4 -2  4 -2 -2  -4 -2 2  -2 2 -4  2 -2 -4  2 -4 -2  2 4 2  -2 -2 4  2 2 4  -4 2 -2  4 2 2  -2 2 4  2 -2 4  2 2 -4  
25 	 3 	 25 	 24 	0 3 4  3 4 0  4 0 3  -4 0 3  -3 4 0  3 -4 0  -4 0 -3  4 0 -3  -3 -4 0  0 4 -3  0 -4 3  -4 3 0  4 3 0  3 0 4  -3 0 4  0 4 3  0 -4 -3  3 0 -4  -3 0 -4  4 -3 0  -4 -3 0  0 -3 -4  0 3 -4  0 -3 4  0 -3 -4  -3 -4 0  -4 0 -3  4 0 -3  3 -4 0  -3 4 0  4 0 3  -4 0 3  3 4 0  0 -4 3  0 4 -3  4 -3 0  -4 -3 0  -3 0 -4  3 0 -4  0 -4 -3  0 4 3  -3 0 4  3 0 4  -4 3 0  4 3 0  0 3 4  0 -3 4  0 3 -4  
26 	 1 	 25 	 6 	0 0 5  0 5 0  5 0 0  -5 0 0  0 5 0  0 -5 0  -5 0 0  5 0 0  0 -5 0  0 5 0  0 -5 0  -5 0 0  5 0 0  0 0 5  0 0 5  0 5 0  0 -5 0  0 0 -5  0 0 -5  5 0 0  -5 0 0  0 0 -5  0 0 -5  0 0 5  0 0 -5  0 -5 0  -5 0 0  5 0 0  0 -5 0  0 5 0  5 0 0  -5 0 0  0 5 0  0 -5 0  0 5 0  5 0 0  -5 0 0  0 0 -5  0 0 -5  0 -5 0  0 5 0  0 0 5  0 0 5  -5 0 0  5 0 0  0 0 5  0 0 5  0 0 -5  
27 	 6 	 26 	 48 	1 3 4  3 4 1  4 1 3  -4 -1 3  -3 4 -1  3 -4 -1  -4 1 -3  4 -1 -3  -3 -4 1  1 4 -3  1 -4 3  -4 3 1  4 3 -1  3 -1 4  -3 1 4  -1 4 3  -1 -4 -3  3 1 -4  -3 -1 -4  4 -3 1  -4 -3 -1  1 -3 -4  -1 3 -4  -1 -3 4  -1 -3 -4  -3 -4 -1  -4 -1 -3  4 1 -3  3 -4 1  -3 4 1  4 -1 3  -4 1 3  3 4 -1  -1 -4 3  -1 4 -3  4 -3 -1  -4 -3 1  -3 1 -4  3 -1 -4  1 -4 -3  1 4 3  -3 -1 4  3 1 4  -4 3 -1  4 3 1  -1 3 4  1 -3 4  1 3 -4  
28 	 3 	 26 	 24 	0 1 5  1 5 0  5 0 1  -5 0 1  -1 5 0  1 -5 0  -5 0 -1  5 0 -1  -1 -5 0  0 5 -1  0 -5 1  -5 1 0  5 1 0  1 0 5  -1 0 5  0 5 1  0 -5 -1  1 0 -5  -1 0 -5  5 -1 0  -5 -1 0  0 -1 -5  0 1 -5  0 -1 5  0 -1 -5  -1 -5 0  -5 0 -1  5 0 -1  1 -5 0  -1 5 0  5 0 1  -5 0 1  1 5 0  0 -5 1  0 5 -1  5 -1 0  -5 -1 0  -1 0 -5  1 0 -5  0 -5 -1  0 5 1  -1 0 5  1 0 5  -5 1 0  5 1 0  0 1 5  0 -1 5  0 1 -5  
29 	 4 	 27 	 8 	3 3 3  3 3 3  3 3 3  -3 -3 3  -3 3 -3  3 -3 -3  -3 3 -3  3 -3 -3  -3 -3 3  3 3 -3  3 -3 3  -3 3 3  3 3 -3  3 -3 3  -3 3 3  -3 3 3  -3 -3 -3  3 3 -3  -3 -3 -3  3 -3 3  -3 -3 -3  3 -3 -3  -3 3 -3  -3 -3 3  -3 -3 -3  -3 -3 -3  -3 -3 -3  3 3 -3  3 -3 3  -3 3 3  3 -3 3  -3 3 3  3 3 -3  -3 -3 3  -3 3 -3  3 -3 -3  -3 -3 3  -3 3 -3  3 -3 -3  3 -3 -3  3 3 3  -3 -3 3  3 3 3  -3 3 -3  3 3 3  -3 3 3  3 -3 3  3 3 -3  
30 	 5 	 27 	 24 	1 1 5  1 5 1  5 1 1  -5 -1 1  -1 5 -1  1 -5 -1  -5 1 -1  5 -1 -1  -1 -5 1  1 5 -1  1 -5 1  -5 1 1  5 1 -1  1 -1 5  -1 1 5  -1 5 1  -1 -5 -1  1 1 -5  -1 -1 -5  5 -1 1  -5 -1 -1  1 -1 -5  -1 1 -5  -1 -1 5  -1 -1 -5  -1 -5 -1  -5 -1 -1  5 1 -1  1 -5 1  -1 5 1  5 -1 1  -5 1 1  1 5 -1  -1 -5 1  -1 5 -1  5 -1 -1  -5 -1 1  -1 1 -5  1 -1 -5  1 -5 -1  1 5 1  -1 -1 5  1 1 5  -5 1 -1  5 1 1  -1 1 5  1 -1 5  1 1 -5  
31 	 6 	 29 	 48 	2 3 4  3 4 2  4 2 3  -4 -2 3  -3 4 -2  3 -4 -2  -4 2 -3  4 -2 -3  -3 -4 2  2 4 -3  2 -4 3  -4 3 2  4 3 -2  3 -2 4  -3 2 4  -2 4 3  -2 -4 -3  3 2 -4  -3 -2 -4  4 -3 2  -4 -3 -2  2 -3 -4  -2 3 -4  -2 -3 4  -2 -3 -4  -3 -4 -2  -4 -2 -3  4 2 -3  3 -4 2  -3 4 2  4 -2 3  -4 2 3  3 4 -2  -2 -4 3  -2 4 -3  4 -3 -2  -4 -3 2  -3 2 -4  3 -2 -4  2 -4 -3  2 4 3  -3 -2 4  3 2 4  -4 3 -2  4 3 2  -2 3 4  2 -3 4  2 3 -4  
32 	 3 	 29 	 24 	0 2 5  2 5 0  5 0 2  -5 0 2  -2 5 0  2 -5 0  -5 0 -2  5 0 -2  -2 -5 0  0 5 -2  0 -5 2  -5 2 0  5 2 0  2 0 5  -2 0 5  0 5 2  0 -5 -2  2 0 -5  -2 0 -5  5 -2 0  -5 -2 0  0 -2 -5  0 2 -5  0 -2 5  0 -2 -5  -2 -5 0  -5 0 -2  5 0 -2  2 -5 0  -2 5 0  5 0 2  -5 0 2  2 5 0  0 -5 2  0 5 -2  5 -2 0  -5 -2 0  -2 0 -5  2 0 -5  0 -5 -2  0 5 2  -2 0 5  2 0 5  -5 2 0  5 2 0  0 2 5  0 -2 5  0 2 -5  
33 	 6 	 30 	 48 	1 2 5  2 5 1  5 1 2  -5 -1 2  -2 5 -1  2 -5 -1  -5 1 -2  5 -1 -2  -2 -5 1  1 5 -2  1 -5 2  -5 2 1  5 2 -1  2 -1 5  -2 1 5  -1 5 2  -1 -5 -2  2 1 -5  -2 -1 -5  5 -2 1  -5 -2 -1  1 -2 -5  -1 2 -5  -1 -2 5  -1 -2 -5  -2 -5 -1  -5 -1 -2  5 1 -2  2 -5 1  -2 5 1  5 -1 2  -5 1 2  2 5 -1  -1 -5 2  -1 5 -2  5 -2 -1  -5 -2 1  -2 1 -5  2 -1 -5  1 -5 -2  1 5 2  -2 -1 5  2 1 5  -5 2 -1  5 2 1  -1 2 5  1 -2 5  1 2 -5  
34 	 2 	 32 	 12 	0 4 4  4 4 0  4 0 4  -4 0 4  -4 4 0  4 -4 0  -4 0 -4  4 0 -4  -4 -4 0  0 4 -4  0 -4 4  -4 4 0  4 4 0  4 0 4  -4 0 4  0 4 4  0 -4 -4  4 0 -4  -4 0 -4  4 -4 0  -4 -4 0  0 -4 -4  0 4 -4  0 -4 4  0 -4 -4  -4 -4 0  -4 0 -4  4 0 -4  4 -4 0  -4 4 0  4 0 4  -4 0 4  4 4 0  0 -4 4  0 4 -4  4 -4 0  -4 -4 0  -4 0 -4  4 0 -4  0 -4 -4  0 4 4  -4 0 4  4 0 4  -4 4 0  4 4 0  0 4 4  0 -4 4  0 4 -4  
35 	 5 	 33 	 24 	1 4 4  4 4 1  4 1 4  -4 -1 4  -4 4 -1  4 -4 -1  -4 1 -4  4 -1 -4  -4 -4 1  1 4 -4  1 -4 4  -4 4 1  4 4 -1  4 -1 4  -4 1 4  -1 4 4  -1 -4 -4  4 1 -4  -4 -1 -4  4 -4 1  -4 -4 -1  1 -4 -4  -1 4 -4  -1 -4 4  -1 -4 -4  -4 -4 -1  -4 -1 -4  4 1 -4  4 -4 1  -4 4 1  4 -1 4  -4 1 4  4 4 -1  -1 -4 4  -1 4 -4  4 -4 -1  -4 -4 1  -4 1 -4  4 -1 -4  1 -4 -4  1 4 4  -4 -1 4  4 1 4  -4 4 -1  4 4 1  -1 4 4  1 -4 4  1 4 -4  
36 	 5 	 33 	 24 	2 2 5  2 5 2  5 2 2  -5 -2 2  -2 5 -2  2 -5 -2  -5 2 -2  5 -2 -2  -2 -5 2  2 5 -2  2 -5 2  -5 2 2  5 2 -2  2 -2 5  -2 2 5  -2 5 2  -2 -5 -2  2 2 -5  -2 -2 -5  5 -2 2  -5 -2 -2  2 -2 -5  -2 2 -5  -2 -2 5  -2 -2 -5  -2 -5 -2  -5 -2 -2  5 2 -2  2 -5 2  -2 5 2  5 -2 2  -5 2 2  2 5 -2  -2 -5 2  -2 5 -2  5 -2 -2  -5 -2 2  -2 2 -5  2 -2 -5  2 -5 -2  2 5 2  -2 -2 5  2 2 5  -5 2 -2  5 2 2  -2 2 5  2 -2 5  2 2 -5  
37 	 5 	 34 	 24 	3 3 4  3 4 3  4 3 3  -4 -3 3  -3 4 -3  3 -4 -3  -4 3 -3  4 -3 -3  -3 -4 3  3 4 -3  3 -4 3  -4 3 3  4 3 -3  3 -3 4  -3 3 4  -3 4 3  -3 -4 -3  3 3 -4  -3 -3 -4  4 -3 3  -4 -3 -3  3 -3 -4  -3 3 -4  -3 -3 4  -3 -3 -4  -3 -4 -3  -4 -3 -3  4 3 -3  3 -4 3  -3 4 3  4 -3 3  -4 3 3  3 4 -3  -3 -4 3  -3 4 -3  4 -3 -3  -4 -3 3  -3 3 -4  3 -3 -4  3 -4 -3  3 4 3  -3 -3 4  3 3 4  -4 3 -3  4 3 3  -3 3 4  3 -3 4  3 3 -4  
